from	to	color	mirbase
mmu-miR-6357	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-665-3p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-673-5p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-6911-5p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-6918-3p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-6919-5p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-6985-3p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-7018-5p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-7028-5p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-7033-5p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-7087-3p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-7657-3p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-7677-5p	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-8113	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-882	chr1:75014073-75015486:-	green	mmu_circ_0000051
mmu-miR-3473c	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-34a-5p	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-5124b	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-6361	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-6391	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-6922-5p	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-7035-5p	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-7048-5p	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-705	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-762	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-7649-3p	chr11:21163201-21164874:+	green	mmu_circ_0000243
mmu-miR-12185-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-1947-3p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-290b-3p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-3473d	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-34b-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-34c-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-6916-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-6936-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-7011-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-7018-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-7023-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-7024-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-7038-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-7065-3p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-709	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-7210-3p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-7667-5p	chr18:82849983-82851679:-	green	mmu_circ_0000906;mmu_circ_0000907;mmu_circ_0000908
mmu-miR-135a-1-3p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-3089-5p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-3093-5p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-423-5p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-466a-5p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-466d-5p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-466e-5p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-466k	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-493-3p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-5124b	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-6345	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-669c-3p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-6921-5p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-6926-5p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-6953-5p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-7080-5p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-miR-7089-3p	chr18:6061844-6064419:-	green	mmu_circ_0000838;mmu_circ_0000839
mmu-let-7k	chr3:106334054-106336420:-	green	mmu_circ_0001154
mmu-miR-106b-5p	chr3:106334054-106336420:-	green	mmu_circ_0001154
mmu-miR-1951	chr3:106334054-106336420:-	green	mmu_circ_0001154
mmu-miR-669k-5p	chr3:106334054-106336420:-	green	mmu_circ_0001154
mmu-miR-676-3p	chr3:106334054-106336420:-	green	mmu_circ_0001154
mmu-miR-6997-5p	chr3:106334054-106336420:-	green	mmu_circ_0001154
mmu-miR-7068-3p	chr3:106334054-106336420:-	green	mmu_circ_0001154
mmu-miR-7094b-2-5p	chr3:106334054-106336420:-	green	mmu_circ_0001154
mmu-miR-1249-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-1249-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-1249-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-125a-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-125b-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-149-3p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-212-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-3081-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-3093-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-3154	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-328-3p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-351-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-504-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-5098	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6367	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6395	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-670-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-680	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6923-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6931-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6931-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6931-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6944-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6963-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6965-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6971-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6976-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6990-3p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6990-3p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-6990-3p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-7020-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-7047-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-7077-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-7087-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-7115-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-7235-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-7669-3p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-8100	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-92a-2-5p	chr6:22093943-22095687:+	green	mmu_circ_0001447
mmu-miR-1224-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-1894-5p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-1894-5p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-1894-5p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-1946a	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-1946b	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-3059-5p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-3113-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-3113-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-3113-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-3113-5p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-326-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-326-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-326-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-3971	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-6370	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-669c-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-669c-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-6905-5p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-6910-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-7018-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-7034-5p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-7036a-5p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-7045-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-7047-5p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-7068-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-7071-5p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-7676-3p	chr3:95795366-95796201:-	green	mmu_circ_0001150
mmu-miR-1191b-3p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-1249-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-1249-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-1249-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-1249-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-1249-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-149-3p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-149-3p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-149-3p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-149-3p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-1927	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-3064-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-3110-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-3113-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-3470a	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-3473a	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-504-3p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6926-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6965-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6965-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6965-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6965-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6965-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-696	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6987-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6987-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6987-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-6995-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7005-3p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7012-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7016-3p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7016-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7016-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7016-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7047-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7047-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7047-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7047-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7235-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7235-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7235-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7235-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7235-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7235-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-7665-5p	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-8103	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-8119	chr2:18031408-18033046:+	green	mmu_circ_0000981;mmu_circ_0000982;mmu_circ_0000983;mmu_circ_0000984;mmu_circ_0000985
mmu-miR-137-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-149-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-149-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-149-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-1892	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-1907	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-3072-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-3078-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-3113-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-3113-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-3113-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-3113-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-326-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-330-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-3547-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-370-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-378a-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-5133	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-5710	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-6384	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-6400	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-6405	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-665-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-671-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-6965-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-6965-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-6965-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-6974-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-6985-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-698-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-6991-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7009-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7016-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7026-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7037-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7047-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7047-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7047-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7049-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7049-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7051-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7052-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7088-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7118-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7235-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7235-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7235-5p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-7684-3p	chr18:74129544-74131111:-	green	mmu_circ_0000895
mmu-miR-1954	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-378d	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-486a-3p	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-486b-3p	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-6922-5p	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-6935-5p	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-6954-5p	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-6968-5p	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-6980-5p	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-7008-5p	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-7033-5p	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-7687-5p	chr12:8704896-8707028:+	green	mmu_circ_0000356
mmu-miR-1955-5p	chr19:37162027-37163077:-	green	mmu_circ_0000947;mmu_circ_0000948
mmu-miR-378d	chr19:37162027-37163077:-	green	mmu_circ_0000947;mmu_circ_0000948
mmu-miR-470-5p	chr19:37162027-37163077:-	green	mmu_circ_0000947;mmu_circ_0000948
mmu-miR-7667-5p	chr19:37162027-37163077:-	green	mmu_circ_0000947;mmu_circ_0000948
mmu-miR-1188-5p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-12191-3p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-3057-3p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-3077-3p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-3081-5p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-3090-3p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-3100-3p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-3100-5p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-466i-3p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-493-3p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-503-5p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-5617-5p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-6363	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-6408	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-669c-3p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-6914-5p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-6955-5p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-6961-3p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-6989-5p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-7005-5p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-7578	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-762	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-762	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-762	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-7648-3p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-7667-5p	chr9:57376762-57379599:+	green	mmu_circ_0001777
mmu-miR-1930-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-1982-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-3091-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-3098-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-30d-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-3620-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-504-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-540-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-6244	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-6357	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-676-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-6902-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-6910-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-6927-3p	chr17:88407933-88410716:-	green	mmu_circ_0000833
mmu-miR-6930-5p	chr17:88407933-88410716:-	green	mmu_circ_0000833
